Student,Gender,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21
1,female,5.1333333,7.7,7.55,7.7,6.5167,5.883366667,7.7167,6.3667,7.216666667,6.483333333,8.250033333,7.083366667,6.3833,7.333333333,6.749966667,8.333333333,5.4167,9.9167,6.466666667,5.6667,9.216666667
2,female,5.799996667,4.566636667,8.0667,10.61663333,7.666633333,7.0834,8.216666667,6.633333333,5.333333333,8.3,6.999966667,7.049966667,4.249963333,6.466633333,6.916666667,8.966666667,7.58333,7.883336667,6.416633333,4.9833,7.350033333
3,female,5.5,3.916633333,5.333333333,6.083333333,5,5.416633333,6.16667,6.083333333,1.6667,6.250033667,5.333333333,5.16667,4.74997,5.58337,4.75,4.916663333,3.583333333,6.499966667,7.416666667,4.833366667,1.749996667
4,female,6.58333,6.416696667,7.749996667,6.66667,5.75003,8.166666667,8.250003333,4.166633333,6.666666667,5.25,7,6.333333333,6.583333333,3.999996667,7.583363333,7.91667,7.75033,3.9167,4.949966667,8.916666667,6.000036667
5,male,8.066636667,6.95,8.600033333,9.0166,8.09997,8.25003,6.949966667,8.299933333,9.433366667,7.550003333,8.35,8.583333333,8.900033333,9.183366667,7.5833,7.533366667,9.13337,9.466696667,8.516633333,8.200033333,8.11663
6,female,6.86667,8.55,7.133333333,8.266636667,9.250000333,7.63333,8.35,8.19997,8.900033333,6.983303333,5.80003,9.316663333,6.283333333,9.9167,6.316666667,9.000000333,10.71700333,5.566666667,6.516633667,7.900033333,8.4333
7,female,8.916666667,8.25,7,8,7.8333,8.25,8.5,8,7.25,6.5,10,7.75,7.5,9,7.5,8.5,8,8.5,8.5,8.5,8
8,female,7.416666667,6.416666667,9.500033333,6.416666667,8.333333333,5.75,7.833333333,8.416666667,5.500033333,7.416666667,9.916666667,5.916666667,8.583366667,5.249966667,6.833333333,3.333333333,6.416666667,8.333333333,4.833333333,7.333333333,19.25
9,female,8.199966667,7.399966667,11,8.4833,7.750033333,7.9667,7.999966667,7.133366667,5.916666667,7.550003333,8.9833,7.83333,6.9833,7.75,8.2167,5.45,7.3167,8.4333,4.65,8.083366667,8.833366667
10,female,8.166666667,8.25,8,8.333333333,7.333333333,7.25,9.833333333,9.833333333,8.916666667,8.25,7.666666667,9.833333333,9,7.166666667,8,7.166633333,7.916666667,8.000033333,9.499666667,7.8333,9.75
11,female,8.583333333,8.666666667,7.083333333,8.75,8,7.583333333,9.166666667,10.75,8.333333333,3.666666667,6.500033333,8.333333333,7.25,8.416666667,8.3333,8.333363333,7.25,8.333333333,7.166666667,8.4167,7.916633333
12,female,8.75,10.1666,7.3333,9.9667,7.5833,10.74967,8.68333,6.15,8.16663,7.85,7.33337,10.166667,11.75,9.50003,10.06667,9.1333,10.4167,8.7166,8.41663,8.16667,7.41667
13,female,5.0167,9.983303333,10.30033333,6.633366667,8.833336667,7.849933333,8.466666667,10.55000333,11.03296667,8.782966667,10.24963333,8.9163,5.2167,8.299966667,6.049966667,8.399633333,10.6337,5.500033333,10.5333,7.949996667,10.38333333
14,female,11.21666667,7.85,11.28333333,11.03333333,8.733333333,11.58333333,13.41666667,8.283333333,9.883333333,10.86666667,9.633333333,12.13333333,12.2,15.55,16.08333333,12.05,11.06666667,11.08333333,8.3,6.9833,10.63333333
15,female,9.75,9.166666667,4.75,8.75,6.666666667,8.333333333,9.666666667,10.75,11.75,9.8333,8.1667,9.833333333,8.5,9.666666667,11.25,11.66666667,10.16666667,14.66666667,8.333333333,11.5833,11.25
16,female,7.499966667,6.766663333,8.500033333,9.000036667,8.250003333,7.75003,7.083336667,8.666663333,7.49997,6.499996667,9.416333333,10.08300333,7.000033333,8.833333333,8.500033333,9.000003333,8.833336667,8.24997,8.1667,7.74997,8.9167
17,female,7.333333333,7.416666667,7.416666667,5.5,7.5,6.416666667,5.833333333,6.5,6.416666667,7.5,10.16666667,9.75,5.75,6,6.916666667,5.5,4,5,7.083333333,5.5,7.16667
18,male,7.5833,7.633333333,8.9167,9.9834,6.5,7.2833,11,9.7333,10.4333,10.2667,8.849966667,7.2667,6.28333,10.56663333,11.1166,6.433333,6.45,7.516666667,7.366666667,4.649996667,9.916666667
19,female,20.08333333,9.5,9.5,11,20.25,20.25,20.66666667,7.416666667,9.5,19.41666667,6,9.333333333,10.08333333,10.75,7.25,18.5,6.5,20.25,21.33333333,9.75,10
20,female,7.583333333,10.45,10.66666667,9.033333333,9.083333333,9.666666667,9.583333333,8.833333333,10.83333333,11.75,9,10.7,12.58333333,11.86666667,10.75,8.033333333,10.33333333,10.58333333,9.216666667,9.133333333,10.86666667
21,female,7.416663333,8.866703333,10.51667,8.833003333,2.850033333,7.883333333,7,7.333333333,7.16667,9.782996667,9.1,5.61663,6.933333,11.51666667,4.21667,9.66667,6.999963333,10.53333667,5.433336667,8.21667,8.833303333
22,female,3.7,5.45,7.416666667,3.749966667,2.9166,3.316666667,4.1,-0.1,23.11666667,17.9163,13.2,8.783366667,5.01667,10.55003333,7.75,9.300066667,10.64966333,9.466733333,7.600066667,5.683366667,6.783366667
23,male,9.166666667,7.916633333,7.75,9.083333333,8.166633333,7.8334,7.4167,7.500066667,7.666633333,6.666666667,4.966666667,8.833333333,7.5,7.5,7.666666667,7.166666667,7.716666667,4.716663333,7.166666667,9.166666667,7.833333333
24,male,7.333366667,8.416666667,6.916666667,7.916666667,7.733333333,7.666666667,7.916666667,7.416666667,7.7333,6.416666667,6.916666667,7.916666667,6.916666667,7.833333333,6.916666667,7.916666667,7.416666667,7.416666667,8.416666667,8.416666667,7.9
25,female,4.25,5.916666667,19.6663,7.0833,7.883366667,10.15000333,9.516633333,8.366633333,6.949933333,9.76633,9.8667,9.899963333,8.116633,9,8.983333333,7.88333,8.833,4.216733333,7.833366667,9.200033333,9.133303333
26,female,10,8.916666667,6,9.333333333,10.75,7.333333333,10.66666667,9.833333333,9.083333333,10.66666667,9.833333333,10.91666667,10.66666667,11.08333333,11.5,10.91666667,8.666666667,9.25,8.25,8.25,8.4167
27,male,9.149966667,7.8,7.666666667,10.19996667,11.2,7.95,4.933333333,4.6167,8.783333,8.9,6.783336667,9.43333,7.216666667,7.05,8.616633333,7.966666667,8.1833,7.583333333,9.133333333,5.333333333,8.483333333
28,female,9.616666667,8.833333333,10.66666667,8.416666667,11.33333333,8.716666667,6.75,10.91666667,10.75,10.41666667,12.25,14.33333333,15.33333333,16.33333333,11.83333333,13.5,11.66633333,9.666333333,4.916666667,9.5,11.58333333
29,male,8.45,9.749966667,11.96666667,10.31666667,5.3167,10.933,6.4,9.5163,9.6163,9.8,14.71633333,7.633296667,10.46669667,6.9834,8.3167,10.03333,9.666366667,9.700333333,6.500333333,6.2166,8.75
30,female,8.883366667,7.5,6.75,8.5,7.75,7.25,8.25,8.083333333,6.583333333,9,8,7.5,6.666666667,7.78333,9,8.5,8.167,7.916666667,8.95,6.75,9
31,male,6,6,8.833333333,9,8.916666667,5.916666667,5.916666667,8.916666667,7.916666667,7.916666667,7.916666667,7.916666667,4.916666667,5.416666667,4.416666667,5.916666667,5.916666667,5.916666667,5.916666667,5.916666667,3.916666667
32,female,5.0833,6.75,7.75,7,6.5,4.500033333,9.166666667,5.083366667,7.5,2.25,22,9.75,5.250033333,7.916666667,5.333366667,8.416666667,5.416666667,9.833666667,7,5.4167,8.333333333
33,female,10.58333333,10.25,9.866666667,11.6667,9.333333333,9.416666667,3.83333,9.75,9.899966667,11.66666667,10.75,11.25,10.41666667,6.416666667,9.416633333,6.916666667,7.416666667,8.916666667,10.41666667,6.366733333,6.75
34,female,8.217,9,6,5.5,9.950336667,7,10.117,8.233,4.25,7.5,7.5,9.049963333,7.333333333,8.633,9.55,6.5,9,5,11.83333667,7.5,8.016666667
35,female,4.75,4.616666667,5.3,8,5.7,5.75,6.5,5,7.05,6,9,6.45,5.666666667,6.7,6.75,4,4,9.5,6.75,6.75,5.75
36,male,7.75,7.8333,9.283,4.916666667,6.5,10,8.5,7.5,7,7.5,8.5,6.167,7,7.5,7.5,7,6.667,5.5,7,5.6667,8
37,male,5.366633333,9.249633333,7.7997,9.216366667,6,9.3833,6.666633333,6.333333333,7.366966667,6.833333333,11.41636667,4.25,6.25,4.000033333,4.4167,12.6337,8.083,3.416666667,7.083333333,4.749933333,5.083336667
38,female,4,10,10,9,9.75,5.75,5.25,6.75,10.1667,13.667,13.75,6.1667,3.75,13,6.75,6.583333333,15,13.66663333,14,5.416666667,8.5
39,female,8.5,8.916666667,9.416666667,9.416666667,8.25,8.333333333,9.75,8.833333333,8.5,10.16666667,9,8.45,9,9.666666667,10.25,8.333333333,8.333333333,9.5,9,8.916666667,9.083333333
40,female,10.91673333,6.666633333,4.133366667,11.95033333,1.999966667,10.66663667,6.666633667,12.54996667,5.41663,3.5,11.16666667,8.499966667,11.25003333,8.633336667,8.416633333,9.333333333,10.33333,8.516666667,6.15,9.750033333,7.0667
41,female,6.466666667,4.516666667,12.08333333,6.466666667,8.916666667,8.25,7.666666667,4.716666667,9.416666667,10.33333333,9.166666667,9.5,6.916666667,6.966666667,6.25,7.75,8.083333333,7.466666667,9.799666667,11.41666667,6.583333333
42,female,6.666666667,2,2.5,4.833333333,5.166666667,4.25,0.75,1.833333333,6,6.916666667,7.833333333,1.5,6.25,2.333333333,2.25,1,4.25,5.75,4,5.25,3
43,male,5.999999667,6.083336667,6.749996667,8.833366667,7.5,7,6.8,0.100000333,-0.233333,9.833333333,10.84999667,6.749996667,6.666666667,6.75,6.5833,9.833333333,-0.149999667,13,6.75,7.083333333,7.666666667
44,female,9.75,10.16666667,9.750033333,9.416666667,11.66666667,11.5,14.66663333,11.00003333,12.7503,11.9167,12.74966667,11.08333333,10.25003333,8.333333333,10.16666667,9.583333333,9.833333333,11.24996667,6.250003333,6.5,6.75
45,female,2.5,4.5,4.416666667,9.083333333,8.833333333,7.916666667,3.75,5.333333333,4.666666667,5.416666667,8.25,9.083333333,8.666666667,4.083333333,4.083333333,4.25,5.25,8.833333333,5.5,9.833333333,4.5
46,female,8,8.166663333,7.833333333,8.166666667,8.333333333,8,9.667,8.166666667,7.833336667,8.5,7.666666667,7.166633333,4.6667,7.666666667,8.833333333,10.66666667,10,9.5,8.333333333,7.166666667,7.5
47,female,7.716666333,9.416666667,9.7,12.1667,8.666666667,9.500036667,7.9,10.75003333,9.916633333,8.416666667,9.116666667,8.583333333,8.2,8.333333333,7.416666667,9.333333333,10.69996667,11.1667,9.166666667,9.166666667,7.333666667
48,female,8.333333333,9.25,9,12.5,12.33333333,11.25,12.33333333,11.33333333,10.25,9.333333333,12.83333333,11.25,9.333333333,8.833333333,9.333333333,9.75,6.833333333,7.833333333,9.833333333,10.25,10.33333333
49,male,7.299966667,10.5,8.75,8.583333333,11.33333333,9.366333333,8.716666667,9.8163,8.266666667,8.833336667,8.0833,5.333333333,12.18333333,6.583333333,5.083366667,9.083333333,8.9163,8.3,10.833,6.25,7.166666667
50,female,9.166633333,8.883633333,10.41666667,9.333333333,10.75003333,7.999966667,9.666666667,10.09996667,6.050033333,6.166633333,9.05,11.08333333,7.833366667,8.916666667,9.166633333,9.866666667,9.333333333,10.41666333,9.583333333,10.05003333,9.333333333
51,male,3.666666667,3.5,2,3.75,3.833333333,3.75,3.55,3.183333333,4.25,3.4,11,5.266666667,5.666666667,5.683333333,5.033333333,5.366666667,4.683333333,11.33333333,4.416666667,4.366666667,5.833333333
52,male,3.583336667,6.183366667,5.8,6.5667,6.833333333,4.899996667,7.133333333,7.300033333,6.616633333,6.416633333,6.15,6.300033333,6.583366667,6.25,6.7167,5.9167,7.2333,6.666666667,6.383333333,6.2167,6.21667
53,male,6.666633333,9,6.666666667,4.799666667,8.666666667,8.333333333,6.166666667,6.666666667,7.833333333,8.666666667,7.416666667,8.833333333,7.75,10.41666667,6.083333333,9.416666667,8.916666667,7.416666667,8.333333333,7.666666667,7
54,male,8.416666667,5.916666667,6.333333333,9.333333333,9.016666667,8.549666667,8.083366667,8.716666667,9.550336667,11.08303333,8.249996667,10.367,6.100033333,6.283366667,9.382996667,8.100033333,7.549966667,9.066666667,8.683333333,8.333,6.733333333
55,male,7.25,11.58336667,8.000033333,10.83336667,8.5,9,7.166666667,7.25,8.9167,8.6667,9.9167,8.166666667,8.249966667,8.25,6,8.166666667,13.75,10.9167,8.5,9.25,7.25
56,male,11.25033333,6.75,10.58333333,6.316666667,7.833333333,9.583666667,3.917,7.183333333,7.833,6.75,8.1663,5.25,7.583333333,10.08366667,8.666666667,8.083333333,10.25003333,9.5,2.6667,4.999966667,8.666633333
57,female,5.833333333,7.5,6.0833,7.166696667,9.1667,4.583366667,4.75,5.1667,1.333333333,4.5,6.166666667,8.166666667,3.666633333,6.5,9.25,5.499966667,4.25,5.75,5.499966667,1.500033333,3.6667
58,female,6.666666667,6.916666667,4.966666667,6,9.583333333,6,5.966666667,4.833333333,4.833333333,9.833333333,10.96666667,8.75,3.666666667,6.5,7.833333333,4.966666667,7.666666667,8.666666667,8.966666667,7.75,4.75
59,male,5,8.75,6,7,5.75,4,5.916666667,4.5,2.416666667,1.5,2,5.5,5.5,6,18,3,19.75,7,5,5.75,3.75
60,male,7.116666667,8.116666667,8.033333333,6.8833,7.549966667,6.9,6.833366667,7.6167,7.967,8.616633333,7.2,6.95,7.049966667,6.45,6.7333,8.966366667,8.5,7.383333333,7.2833,7.499966667,6.716633333
61,female,9.350033333,8.433336667,8.133333333,7.333333333,9.116633333,7.06667,7.11667,6.983336667,10.41666667,7.45,6.8,8.3667,9.083366667,9.95,8.95,9.366666667,10.03333667,8.616666667,9.11667,8.199996667,8.199996667
62,female,8.116733333,5.083333333,5.499933333,5.75,6.750033333,8.333303333,10.83333333,9.833333333,3.666633333,11.66700333,4.083333333,6.083333333,3.083333333,7.250033333,12.28303333,9.117033333,9.333033333,4.833333333,6.833333333,5.666666667,4
63,male,8.533366667,7.616663333,10.08333333,9.782966667,8.1667,9.033333333,7.5834,9.05,7.2,11.06703333,9.716633333,7.766703333,9.366666667,6.550066667,7.283333333,6.033366667,13.41666667,10.03333667,7.416666667,10.25003333,7.34997
64,female,10.25,9.333333333,9.667,8.167,10.83333333,8.833333333,9.166633333,10.66666667,9.333333333,8.5,9.3333,8.333333333,9.666666667,8.666666667,8.833333333,10.00003333,7.333333333,9.333333333,6.666666667,5.333333333,9.666666667
65,male,8.916666667,7.567,6.683333333,7.366333333,8.283666667,8.100333333,8.166666667,8.099666667,8.600333333,8,8.783333333,7.949666667,7.666666667,8.716633333,8.049666667,20.40003333,8.133,7.933666667,7.799666667,7.449966667,7.950333333
66,female,4.233333333,10.783,13.23333333,10.66666667,9.133666667,5.833333333,6.0837,4.499966667,10.467,9.233333333,10.19996667,9.250366667,5.000033333,7.833333333,8,9.3337,10.3663,7.2497,6.249966667,1.25,15.16666667
67,male,7.833333333,8.5,8.5,7.666666667,6.833333333,7.333333333,6.833333333,7.833333333,7.500033333,8.833333333,8.000333333,6.833333333,7.833333333,6.666666667,5.833333333,7.833333333,7.833333333,6.333333333,8.833333333,7.833333333,8
68,female,6.400003333,6.916666667,7.050033333,7.716666667,6.216666667,6.050003333,6.45,5.883333333,7.466666667,9.916666667,6.483333333,6.7,7.7,6.499996667,7.5,10.83333333,9.416666667,5.833333333,5.333333333,7.966666667,6.416666667
69,male,6,6.583366667,7.5,8.332966667,5,5.25,7.666633333,5.75,9.999996667,6.999966667,7.333366667,5.75,8.166633333,5.916666667,5.583333333,6.333333333,10.50003333,7.416666667,6.333333333,7.500033333,6.083333333
70,female,10.66666667,11.66666667,8.5,9,11.83333333,11.25,9.75,9.166666667,10.91666667,6.916666667,5.916666667,7.833333333,7.666666667,10.33333333,10.41666667,11.5,4.416666667,8.666666667,10,9.666666667,10.83333333
71,female,8.166666667,7.75,8.166666667,7.166666667,6.75,7,6.1667,8.250003333,6.3333,7.416666667,8.3337,7.1667,8.5,7.25,8,6.75,7.166633333,8.583366667,6.25,7.416633333,6.8333
72,female,22.35000333,9.83333,8.033,9.416666667,7,10.317,8.1667,8.75,6.5,8.916666667,11.75,7.833300333,8.833633333,8.75,9.083333333,8.166666667,5.749666667,10.75,8.450033333,10.25003333,8.166696667
73,male,8.95,8.95,7.966666667,7.966666667,8.95,8.95,8.95,8.95,8.95,7.966666667,7.966666667,8.95,8.95,8.95,8.95,8.95,7.966666667,7.966666667,8.95,8.95,8.95
74,female,9.2,8.933333333,7.95,8.9,8.833333333,10.75,9.166666667,9.333333333,7.916666667,7.916666667,13.91666667,9.416666667,10.33333333,6.083333333,10,10.96666667,6.333333333,7.166666667,9.333333333,10.91666667,9.366666667
75,male,9.416666667,8.166666667,5.000033333,10.41666667,6.916666667,7.916666667,6.416666667,8.416666667,7.416666667,7.916666667,8.916666667,7.916666667,-0.083333333,7.416666667,7.916666667,9.166666667,11.91666667,5.666666667,4.333333333,6.833333333,7.25
76,female,10.48366667,7,2.95,9.8,3.25,11.96666667,7,7.55,5.966666667,9.916666667,9.05,7.75,6,6,13.66666667,8,8.25,9.966666667,4.05,10.05,11.98333333
77,female,9,9,9,11,11,8,7,6,6,8,9,9,10,9,10.41666667,10.41666667,8,8.433333333,11.16666667,11,11.16666667
78,male,8.583266667,7.916633333,8.983666667,7.166666667,8.833333333,10,6.699966667,8.75,6.75,12.50003333,10.73366667,10.617,9.866633333,12.19966667,9.449966667,9.517,3.8333,13.33333333,9.416666667,8.800033333,8.333336667
79,female,8.233333333,9.5833,11.64999667,11.66666667,11.5663,10.68333333,10.49999667,7.899966667,9.283366667,12.25003333,10.64966667,12.05,11.35,11.6497,8.199966667,9.633333333,10.81633333,11.13333333,11.683,10.31666667,10.86666667
80,male,9.866703333,9.133336667,7.85,8.316733333,8.083333333,8.083333333,6.53333,10.18336667,10.5,12.03366333,2.533333333,8.866666667,9.3,7.4166,10.08337,8.666366667,6.316667,8.949996667,5.500033333,5.583366667,6.500066667
81,female,10.65,4.3333,9.266663333,6.333336667,7.56663,7.816700333,5.0833,7.716666667,4.833266667,6.1167,10.50000033,7.98337,7.166666667,5.7833,7.483336667,6.433303333,8.033336667,7.2,6.5833,8.049996667,6.133296667
82,female,7.750033333,10,8.833333333,7.583366667,4.5833,9.083366667,8.666666667,8.333366667,9.75,10.08333333,12.41666667,3.6667,6.833333333,7.083366667,9.500003333,10.75,9.000033333,8.25,5.016633333,7.883366667,8.416666667
83,male,6.06663,7.550033333,4.116666667,9.233333333,7.3167,7.816666667,9.43333,6.716666667,8.9997,5.566666667,5.7333,7.099967,3.7,7.2,4.533266667,9.899666667,4.966366667,12.14966333,6.499666667,7.1667,8.316333333
84,male,7.5833,8.299996667,8.583366667,7.200036667,7.916666667,4.016633333,6.816633333,5.849933333,7.666663333,9.666666667,10.24999667,7.316633333,6.649933333,8.083333333,3.0833,5.483333333,9.433333333,7.583333333,6.5,7.2333,6.616633333
85,female,5.049966667,9.416666667,9.083333333,6.416666667,9.833333333,2.999966667,10.41666667,2.91663,9.8333,10.25,7.333333333,7.5,3.8333,3.416636667,3.916633333,13.16666667,9.333333333,9.75,8.833333333,3.749966667,8.833333333
86,female,5.46663,6.75,5.25,6.2,6.05,7.8333,9,7.25,6.75,8.25,8,6,7,5.75,9.25,9,10,9.333,9.25,9.5,9.5
87,female,8.3667,5.816663333,10.75,9.333333333,7.733333333,6,7.5833,9.233333333,6.716666667,10.98333667,13.91663333,5.66667,12.58333333,6.133366667,11.73333333,7.999966667,13.91696667,12.45,6,11.91663333,4.58333
88,female,7.250033333,7.16667,5.750000333,4.8333,6.383366667,9.799996667,7.083366667,7.2,8.333333333,7.166666667,6.666666667,4.333333333,7.500066667,7.166666667,6.249966667,7.5,5.416703333,7,7.3167,9.583333333,8.833366667
89,female,8.166666667,4.666666667,6.25,7.75,11,13.5,13.75,8.666666667,3.166666667,11.08333333,9.833333333,8.416666667,10.4,8.666666667,8.166666667,8.666666667,13.75,7.583333333,9.666666667,10.66666667,2.666666667
90,male,5.5,5,5.833333333,8.5,6.833333333,6.833333333,6.833333333,6.833333333,6.833333333,7.333333333,5.75,7.416666667,6.833333333,7,4,7.5,6,6.5,6.5,6,5.833333333
91,male,5.383333333,5.316666667,8.383,7.866366667,5.283333333,4.983366667,5.3167,4.7334,4.916633333,8.633033333,7.433033333,9.616966667,5.650066667,5.650066667,5.1834,5.999966667,11.69999667,9.233033333,4.850033333,5.35,5.4667
92,female,9.599966667,9.68333,9.283366667,10.45,9.599966667,7.55,9.2,7.699996667,5.899966667,8,10.09996667,8.2833,7.883336667,9.533366667,8.249996667,7.816666667,2.75,8.75,11.30003333,7.649996667,12
93,female,7.25,5.083333333,1.749966667,4.333333333,4,5.333333333,2.35,3.4,19.86666667,0.166633333,1.9167,4.33333,3.91667,1.366666667,3.999996667,0.6667,4.75,4.500000333,5.1,0.883333333,0.016667
94,male,5.733333333,6.549966667,7.5666,7.0334,7.766633333,7.0667,7.433333333,5.716666667,5.666666667,5.383366667,6.733266667,5.283266667,6.783366667,4.7834,5.516666667,4.750033333,6.683366667,6.799966667,4.733266667,5.416666667,6.0333
95,female,1.7,9.466666667,6.75,21.5,9,3,6.75,18.48333333,8.733333333,7.466666667,6,4.5,6.5,6.45,7.316666667,7.966666667,4.483333333,4.316666667,4.5,6.983333,7.483333333
96,female,5.66667,8.166666667,7.5833,8.916666667,6.500003333,7.416666667,6.416667,6.33333,9.0833,9.25,8.666633333,6.166703333,6.749996667,5.750033333,7.333333333,7.583296667,8.166633333,4.333266667,7.333333333,5.999996667,6.5833
97,male,5.916666667,6.416633667,5.549996667,6.283366667,5.999999667,5.750036667,6.249996667,6.833366667,7.133366667,6.083366333,6.833366667,6.583333667,6.333366667,6.916666667,6.333366667,6.000003333,5.749963333,6.333296667,7.416636667,7.416666667,6.416696667
98,female,7.7,9.6167,7.2833,5.1834,9.366636667,5.700033333,7.05,6.7833,7.0334,6.36667,10.36666667,6.7834,7.5167,7.5333,8.5667,9.41667,7.5833,5.5667,7.7,7.1167,6.15
99,female,4.666666667,4.166666667,6,4.666666667,6.833333333,4.833333333,4.666666667,4.583333333,6,8.666666667,7.75,7.25,7.333333333,6.583333333,6.833333333,5.25,9.666666667,8.333333333,5.166633333,9.833333333,5.333333333
100,female,21.66666667,19.16666667,6.833333333,21.25,19.83333333,19.75,20,22,21.5,19.91666667,18.5,2.916666667,18.83333333,19.16666667,18.5,20.83333333,21.66666667,21.33366667,18.83333333,21,20
101,female,8.26667,4.833333333,9.24997,5.25,5.0833,7,6.75,8.166633333,9.1333,8.2333,8.566633333,7.766666667,8.700033333,7.73337,7.566696667,8.3,5.2333,3.966733333,9.5833,8.3333,8.29997
102,male,9.549996667,5.166666667,7.166333333,10.08333333,7.916666667,7.099966667,8.683333333,8.7,5.3333,8.0503,8.433333333,8.533333333,8.11667,7.950003333,8.416666667,5.466666667,6.95,9.383333333,9.083333333,8.916666667,8.75
103,male,6.916666667,6.75,5.916666667,5.5,5.916666667,6.916666667,6.916666667,6.916666667,6.75,6.916666667,5.583333333,5.75,6.583333333,6.916666667,6.916666667,6.833333333,5.833333333,5.75,5.916666667,5.916666667,5.416666667
104,female,7.183366667,6.516666667,7.166666667,7.5,8.3,7.316666667,8.016666667,7.316666667,7.5,7.5,9,8.516666667,7.016666667,8.3,8.3,9.5,7.816666667,7.3,7.5,7.966666667,7.5
105,female,12.33333333,10.83300033,12.41666667,11.83333333,9.499966667,9.166633333,8.333333333,10.33333667,12.66633667,12.58333,13.58299667,9.749966667,9.0833,9.166663333,9.749963333,9.41633,10.66666667,13.33333,7.25,8.416666667,10.41663333
106,female,7.5,7.333333333,4.833333333,7.916666667,6,6.5,7,6.75,6.166666667,7,9.416666667,8.416666667,8.916666667,7.083333333,8.416666667,6.916666667,8.916666667,7.45,7.716666667,6.5,7.466666667
107,male,6.066633333,6.88333,7.95,5.083333333,5.333303333,6.61663,4.5833,5.516633333,4.95,5.666703333,4.8666,6.116666667,6.58333,9.8833,6.549963333,6.700003333,6.80003,5.3167,4.833333333,6.716696667,5.85
108,male,6.999963333,7.08333,6.6666,5.666666667,6.999999667,6.8333,7.416633333,7.333296667,7,8.417,7.833366667,7.250033333,7.083336667,6.916636667,6.916666667,6.833296667,5.249966667,7.166703333,6.749963333,6.083366667,7.666633333
109,male,7.5,7.416666667,11.08333333,10.91666667,7,7.333333333,3.75,7.25,8.833333333,7.75,11.83333333,9.916666667,8,5.916666667,8,7.833333333,7.833333333,11.75,7.833333333,8.583333333,6.25
110,male,6.616666667,7.000033333,6.999966667,7.916666667,7.983333333,7.716633333,7.016666667,7.116633333,6.916636667,5,7.25,8.416666667,8.166666667,7.83333,6.666633333,7.916666667,7,5,7.666666667,7.749996667,8.416666667
111,female,10.91666667,8.916666667,7.916666667,18.25,7.166666667,7.333333333,8.666666667,10.83333333,5.583333333,7.916666667,9.916666667,8.416666667,7.916666667,9.416666667,8.916666667,8.833333333,21.91666667,6.749966667,8.416666667,8.416666667,6.75
112,male,6.25,7.083333333,7.666666667,8.416666667,6.666666667,4.749966667,6.583333333,5.416666667,4.5,7.333333333,7.75,8.75,5.25,6.5,6.25,5.25,7.833333333,7,4.916666667,6.75,7.166666667
113,male,7.75,8.166666667,8.749996667,8,8.333333333,7,8.166666667,8,7.66667,8.333333333,8.416666667,9.083333333,8.416666667,8.083333333,8.666666667,6.916666667,8.666666667,9.5,9.583366667,8.333333333,8
114,female,8.583366667,10.08336667,10.16666667,9.750033333,8.416666667,8.583333333,8.916666667,7.916666667,7.499966667,8.6667,11.91666667,9.583366667,8.999966667,8.166666667,8.583366667,7.333333333,10.58333333,11.91666667,7.583366667,6.999966667,4.916666667
115,male,5.183266667,5.0333,6.8334,4.616666667,8.533,4.750066667,6.633333333,6.833333333,6.45,7.766633333,7.433333333,7.933366667,7.333333333,7.1167,6.766666667,7.2333,7.150066667,7.516733333,6.9166,7.299996667,8.01663
116,female,8.383333333,10.75,10.6833,10,8.133333333,10.08336667,10.7,10.83333333,10.88333333,10.45,10.16666667,10.45,8,8.333296667,11.33333333,11.2,13.38333333,15.45,14.95,9.633333333,9.25
117,male,19,5.333333333,5.833333333,7.166666667,7.5,8.333333333,7.166666667,9.666666667,5.333333333,6,5.833333333,8.333333333,8.5,8.833333333,8.166666667,5.333333333,8.166666667,6.166666667,8.5,10.16666667,7.666666667
118,female,10.16666333,9.41667,8.95,9.716666667,12,10.74996667,9.916663333,10.28333333,9.333333333,8.033333333,9.95,10.38333333,11.58333333,13.25,11,10.91667,10.41667,10.5,10.33367,10.5,9.5003
119,female,5.5,10.83333333,7.333333333,10.83333333,6.833333333,8.166666667,9.166666667,6.166666667,7.5,7.333333333,9.666666667,8.666666667,8.833333333,7.333333333,7.333333333,7.666666667,6.5,7.833333333,6.166666667,7.333333333,7.166666667
120,female,9.416666667,9.0833,9.833333333,9.333333333,7.333333333,7.416666667,9.333333333,8.083333333,8.750033333,9.083333333,10.25,8.833333333,9,8.416666667,8.416666667,8.083333333,9.666666667,10.25,8.166666667,8.5,8.583333333
121,male,4.5,10.16666667,9,8.833333333,9.75,8,8.5,10,10,7,6,10.5,6.5,8.5,9.666666667,10,6.5,10.5,8.5,8.5,6.666666667
122,male,7.633333333,10.36666667,9.25,7.833333333,4.966666667,7.499967,7.35,9.066663333,3.966666667,10.46666667,5.916666667,7.916666667,9.833333333,6.83333,7.833333667,6.83333,6.333333667,6.33333,6.833333333,7.749996667,6.833333667
123,female,7.75,6.333333333,4.966666667,6.883333333,6.416666667,8.833333333,5.916666667,7.833333333,8.666666667,9.416666667,9.333333333,7.91667,7.333333333,7.333333333,6.916666667,11.91666667,9.833333333,11.91666667,9.333333333,7.916666667,7.416666667
