Student,Gender,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21
281,female,7.666666667,5.566633333,4.416666667,7.333333333,7.049966667,7.683296667,6.233333333,6.849966667,10.0166,7.5833,5.95,5.26663,6.933366667,7.750033333,8.4833,9.1833,7.333333333,7.950033333,6.833333333,6.983333333,7.850033333
282,female,9,7.583333333,8.666666667,13.83366667,6.916666667,6.166666667,5.999966667,9.583333333,7.166633333,7,13.08296667,7.583366667,7.33337,7.083333333,8.416666667,9,4.5,9.5833,7.916633333,7.3333,7.833333333
283,male,6.55,3.916666667,9.016633333,6.1667,7.533366667,8.65,6.9333,7.333333333,6.783333333,6.416666667,8.833333333,7.099666667,5.999966667,6.700033333,7.033366667,3.383333333,7.816666667,9.783333333,6.8,6.666633333,6.8667
284,female,6.65,9.266666667,7.9333,5.93333,3,4.5,7.166666667,2.25,9.416666667,6.916666667,6.916666667,6.583336667,8.333333333,5.416700333,4,11.0833,5.5,0.016667,17.91666667,5.5,12.91666667
285,female,8.666667,8.98333,5.166633333,7.083363333,3.8834,7.283333333,6.149966667,1.6667,6.783366667,11.30033,8.049996667,7.350033333,6.1,9.983336667,6.800033333,9.283366667,5.066633333,2.866666667,5.183366667,6.283333333,7.150066667
286,male,8.666666667,8.749966667,10.24999667,7.3333,9.083333333,5.083333333,6.666633333,10.50003333,5.583366667,10.58333,9.416633333,7.416633333,5.666666667,8.500033333,9.083333333,6.833333333,8.000033333,8.166666667,7.166666667,5,7.333366667
287,female,11.66633333,5.25,11.45033333,9.633,12.2,5.416666667,10,5.833333333,8.666666667,8.916666667,7.916666667,3.833333333,11.66666667,9.416666667,8.5,9.583333333,7.416666667,9.916666667,9.166666667,10.41663333,10.66666667
288,male,8.5,7.416666667,8.416666667,9.5,5.916666667,5.5,6.916666667,10.91666667,8.75,6.5,11,7.25,6.75,9.75,5.916666667,5.5,9.25,9.5,9,8.5,7.25
289,female,8.816633333,8.5833,10.63366667,8.133366667,8.816666667,7.600066667,7.916666667,8.266633333,9.88337,8.966703333,10.59999967,6.800003333,7.416633333,5.833336667,7.016636667,8.449966667,8.949666667,6.999966667,7.75,8.1833,7.05
290,male,4.083333333,6.916666667,8.416666667,6.166666667,7.583333333,8.666666667,6.916666667,6.5833,6.55,8.1,7.616666667,7.099966667,10.2,7.300033333,7.5,5.750033333,10.16666667,11.5,7.716333333,10.08333333,6.749966667
291,female,9.166666667,8.666666667,9.75,9.416666667,9.166666667,7.749166667,7.833333333,7.916666667,8.331666667,9.166666667,9.666666667,8.833333333,9.333333333,8.166666667,8.833333333,7.833333333,8.666,8.75,8.166666667,8.333333333,7.833333333
292,female,7,6.25,10.58333333,10.5,10.75,10.41666667,11,9.083333333,10.66666667,6.916666667,10.66666667,10.5,8.25,9.833333333,8.25,7.833333333,3.916666667,11.75,9.5,8.666666667,8.58333
293,female,9.566966667,10.34963333,9.966336667,9.51663,10.74966667,11.6337,11.21666333,10.95,9.117,9.01667,10.43336333,12.11633367,9.749933333,11.19967,11.2667,10.96666333,9.816663333,11.56666667,8.9,11.48337,10.20033333
294,female,8.583333333,7.833333333,10.66666667,8.666666667,8.5,8.666666667,8.833333333,8.833333333,6.75,10.16666667,10,9.666666667,6,8.666666667,7.5,7,11.5,9.666666667,7,7.916666667,6.833333333
295,male,10.58333333,8.416666667,8.583333333,9.416666667,8.5,10.75,10.66666667,10.66666667,7.75,7.8333,8.3,7.5833,10.75,10.71666667,10.75,8.000033333,8.000033333,9.5,8.416666667,10.75,10.83333333
296,female,7.083333333,8.333333333,5.916666667,8.333333333,5.083333333,6.666666667,5.083333333,6.333333333,8.25,8.583333333,7.916666667,4.75,7.083333333,4.666666667,6.5,7.666666667,8.833333333,8.416666667,7.166666667,8.916666667,7.416666667
297,female,5.833336667,6.75,4.9167,7,4,8.5,5.0833,5.5,9.416666667,6.166666667,5.833336667,4.5833,4.5833,3.583266667,6.249966667,6.749996667,7.416666667,6.1667,7,6.8333,5.166666667
298,male,7.583333333,8.616663333,11.83366667,12.16666667,9.383333333,7.916663333,8.75,8.416666667,8.583333333,11.5833,12.08333333,9.9833,8.8,9.749966667,12.25,11.08333667,9.900033333,8.999966667,9.6667,9.166633333,10.08333333
299,female,9.466666667,11.31663333,7.249966667,4.983333333,5.999966667,7.366667,6.2167,6.816633333,7.649963333,7.316666667,6.583266667,7.2,5.816633333,4.466666667,4.150033333,10.65003333,5.416666667,15.41666667,6.466666667,5.1167,6.633366667
300,female,6.083333333,7.0833,8.083333333,9.833333333,5.99997,6.5833,3.8333,11.08333333,6.999966667,8.25,8.833333333,8.5,8.583333333,6.58333,8.166666667,9.833333333,11.5,11.33333333,6.916666667,7,11.5
301,female,2.5,9.916666667,7.75,9,7.583333333,8.75,8.666666667,6,10.91666667,9,10,10,7.666666667,8.833333333,9,9.833333333,8,7.25,8.833333333,8.75,9
302,female,6.7167,9.633333,5.433333333,11.61666667,7.699966667,6.700033333,7.0333,7.666666667,7.6833,13.33336333,15.90003,9.400036667,5.816633333,6.966663333,6.78333,7.8833,11.03336333,10.71673333,5.76663,6.1833,6.9834
303,male,8.75,9.833333333,10.25,9.333333333,8.583333333,7.333333333,9.25,6.416666667,6.75,8.833333333,11.16666667,9.583333333,8.666666667,9.666666667,7.083333333,8.916666667,7.5,10.66666667,9.666666667,8.833333333,8.916666667
304,male,6.5,6.583333333,7.416666667,7.166633333,7.083333333,5,5.083333333,8.083333333,8,8.916666667,7.083333333,7.333333333,6.166666667,4.833333333,6,8,7.5,8.916666667,5.833333333,6.333333333,5.833333333
305,female,8.133333333,8.3,7.166666667,8.583336667,7.750003333,10.15,8.9833,8.833333333,8.25,7.649966667,8.416666667,8.96667,8.91663,6.25,7.983333333,7.916666667,8,6.25,10.25,12.13333333,10.33333333
306,female,6.75,6.166666667,6.25,6.166666667,6.833333333,9.333333333,8.25,6,6.5,5.5,6.166666667,7.25,6.25,6.666666667,6.25,9.333333333,5.583333333,6.75,9.333333333,8.166666667,8.083333333
307,male,4,5,8,4,6,5,4.8333,6,3.5,5.75,17.75,9,7,4.75,7,7,8,7,3,6,2.5
308,female,7.8333,4.166666667,10.833,8.5833,4.5,7.75,5.166666667,6.75,5.25,8.25,7,3.5,9,8.916666667,9.5,6.5,9.417,6.5,6,9.25,7.583366667
309,male,22.66666333,5.833333333,11.83333333,6.11667,8.916666667,10.91666667,10.28333,6.083336667,10.83333333,5.966666667,11.95,13.83333333,9.249996667,9.916666667,5.95,9.966666667,7.883333333,9.933333333,3.95,8.416666667,9.833333333
310,female,9.083333333,8.666333333,7.5,9.75,5.75,6.916666667,8.666666667,9.416633333,8.25,9.166666667,6.666666667,8.0833,8.333333333,6.083333333,6.333333333,8.166666667,8.5,9.666666667,5.583333333,6.916666667,7.5
311,female,7.5,7.83333,8,9,10,12.58333333,13.3333,8.750003333,10,8.916666667,8.916666667,8.916666667,10.16666667,6.333333333,9.4,7.75,10.00006667,10.58336667,7.58337,10.08333333,7.916666667
312,female,5.5,6,9.5,9,6.5,8,5.5,6,6.5,6.5,8,8,10,13,5,7.5,9.5,12.33333333,6.5,8,5
313,male,20.5,18.28333333,17.6,16.917,18.51666667,16.417,18.2997,18.067,16.8497,17.08366667,16.86666667,18.5837,18.4503,19.4997,4.083333333,16.8337,17.16633333,18.75036667,17.5833,16.91633333,3.3333
314,female,4.916666667,10.33333333,10.83336667,5.916666667,9.666663333,6.833333333,7.416666667,4.483333333,5.416666667,7.416666667,5.166633333,6.166663333,3.933333667,5.249996667,4.916666667,4.916666667,6.416666667,9.916666667,9.916666667,5.333333333,2.666663333
315,female,11.33333333,8.583333333,8.916666667,5.66667,6,8.5,7,8.166666667,7.833333333,8.666666667,9,8.333333333,6,11.5,8.166666667,8,9,10.5,8,9.666666667,9.333333333
316,female,5.433333333,1.5,3.933333333,3.599966667,3.9333,2.9333,2.9333,2.9333,2.9333,2.9333,3.4333,3.4333,3.4333,4.299966667,3.033266667,3.499966667,3.1333,3.049966667,4.099966667,4.1667,4.049966667
317,female,7.6,6.6333,7.58333,4.5,5.1497,4.8837,21.85,8.7337,7.6667,3.2667,5.5834,6.9333,4.8166,3.9,7.1003,5.15,8.65,5.117,6.5337,21.133,5.9003
318,female,7.083366667,6.000033333,8.499966667,11.66633333,5.249966667,7.25,8.333266667,10.46636667,4.166666667,9.833366667,9.5337,7.083366667,4.249933333,8.1333,7.266633333,7.249966667,21.88366667,10.74963333,21.68266667,19.58296667,7.3003
319,male,2.183333333,10.3,1.916633333,13.30003333,5.950066667,0.8167,12.05,6.116703333,11.03333333,11.34999667,11.6503,13.7,1.966633333,13.0833,2.216666667,12.03366667,6.683266667,9.750333333,10.71700333,3.183333333,5.783366667
320,male,7.416666667,8.75,8.583333333,7.083333333,9.583333333,7.666666667,10.16666667,7.333333333,8.25,8.5,7.583333333,8.416666667,6.666666667,9.75,7.833333333,9.75,8.833333333,7.75,8.75,7.333333333,8.25
321,female,7.73337,6.467,8.25,7.25,6.416666667,11.83336667,20.967,8.132966667,7.883333333,9.416666667,6.633333333,8.2167,6.166666667,6.1667,9.6667,6.666666667,8.583,5.75,8.916666667,6.5,8.833366667
322,female,11.66666667,7.25,11,7.9167,6.833333333,8.666666667,15,11.08333333,8.5,8.75,9.583366667,11.41663333,7.916666667,9.833333333,13.83333333,7.666666667,7.100033333,12.33333333,12.74996667,10.41666667,13.5
323,female,10.41666667,10.16666667,8.75,9.75,9.416666667,9.116666667,8.916666667,9.083333333,10,10.5,12.58333333,10,10.25,10.08333333,12.08333333,11.91666667,12,12.25,11.58333333,10.66666667,10.08333333
324,male,6.533366667,5.783,7.55,6.45,11.41663333,8.25,8.366666667,7.15,5.066633333,8.416666667,9.616666667,10.33333333,9.783333333,10.24996667,8.2667,7.75,8.1,7.116666667,7.633333333,8.233333333,8.133333333
325,female,5.666666667,6.916666667,7.083333333,5.333333333,6.416666667,5.916666667,7.083333333,5.25,5.25,7.500033333,5.916666667,8.083333333,7.083333333,5.416666667,6.666666667,5.833333333,5.25,4.75,6.333333333,7.333333333,6.916666667
326,female,3.5,7.5,10,11.75,6,6.25,7.75,7,9,1.016667,0.016667,0.016667,8.833333333,8.833333333,10.83333333,5,3,2,5,6.5,5.75
327,male,11.55,4.833333333,1.416666667,10.63333667,14.25003333,13.75000333,7.500003333,7.416666667,7.75,6.383333333,9.3,5.583333333,14.03333333,10.21666667,10.66666667,10.66666667,9.916666667,8.083333333,5.4166,11.417,11.917
328,female,9.333333333,11.33333333,12.58333333,12.5,9.166666667,12.83333333,9.916666667,10.41666667,7.083333333,13.25,13.41666667,6.416666667,8.666666667,6.083333333,11.5,6.5,12.75,13.25,10.41666667,11.33333333,8.75
329,female,10.83333333,11.91666667,9.916666667,9.5,10.33333333,9.75,7.166666667,11.41666667,10.83333333,9.333333333,10.33333333,6.66667,10.33333333,10.16666667,9.833333333,9.333333333,5.833333333,10.66666667,11.83333333,7.333333333,7.833333333
330,female,8.933333333,4.349996667,8.25,6.666666667,8.416666667,4.08337,10.91666667,8.666666667,8.75,9.416666667,10.75,9.5,2.500003333,7.916666667,11.25,9.75,5.05,10.08333333,9.25,7.5,9.5
331,male,8.016667,8.833333333,7.1667,6.4,4.4666,10.15,6.099967,5.0667,6.75,6.7167,7.7,7.300033333,7.933366667,5.166633333,2.7667,5.3167,8.7667,5.0167,4.3167,9,3.883333333
332,female,7.63333,8.21667,6.2166,6.88333,7.3333,8.066667,5.883336667,8.000033333,8.5,9,8.88333,6.5,6.983333333,5.79997,7.3,9.5833,8.81667,6.133333333,8.11667,9.15,4
333,male,5.883333333,6.450036667,5.766366667,8.466633333,4.183333333,6.8,7.883333333,5.500033333,5.3333,8.732966667,4.149633333,11.066667,3.5167,3.4166,5.999933333,4.2167,5.867,4.616366667,4.9334,0.8,6.150033333
334,female,5.966666667,6.483333333,9.966666667,6.2833,5.633366667,5.650033333,6.799966667,7.833,9.150333333,7.45,6.466666667,6,7.149933333,6.3667,5.933333333,7.150333333,7.799966667,6.117,7.316633333,5.483333333,6.983333333
335,female,6.5,6,8.5,10.5,8.75,6,9,8.5,8,6.75,11,8.5,9.5,7.499966667,9,5,11.5,9.5,6.166666667,7,6.75
336,male,7.967,8.1667,6.233336667,10.3333,5.8333,8.883333333,6.55,7.25,8.9167,4.083333333,12.25,5.75,6.98333,6.8333,7.7,9.75,12.66636667,7.5833,6.25,8.466666667,6.75
337,female,6.416636667,5.966636667,9.416666667,7.0667,5.166666667,6.416666667,5.199966667,5.56667,8.916666667,6.149966667,7.866666667,5.9167,7.3333,6.75,6.833333333,7.199966667,10.38333333,5.9,6.633333333,5.41663,6.383363333
338,male,6.666666667,10.16666667,13.08333333,8.5,7,6.5,4.75,6,6.55,6.833333333,4.583333333,8.833333333,10.75,10,9.166666667,9.333333333,9.583333333,10.16666333,9.250033333,7.75,8.9167
339,male,5.249966667,6.883366667,8.066666667,8.049933333,6.6167,5.916666667,7.2,5.316666667,6.316666667,7.916633333,6.499966667,3.583366667,3.466666667,7.083366667,4.166666667,7.333366667,8.050033333,7.666666667,7.0167,4.483333333,5.549966667
340,female,5.316666667,9.549963333,9.233666667,3.583,5.6,6.0667,6.416666667,4.949966667,8.666703333,10.16667,9.6833,7.7833,5.816666667,7.11667,7.13333,3.1667,12.83367,10.0167,7.75,6.833366667,7.0333
341,male,5.25,4.166666667,8.05,5.75,6.033333333,5.9,8.616666667,2.75,7,5.95,9.116666667,3.4,8.95,7.65,4.75,8.45,6,6.7,8.65,6.95,6.95
342,male,9.63367,7.150003333,10.45,9.1333,9.366996667,9.850003333,9.332996667,10.08333,7.5,10.38333,9.400336667,9.91633,9.799996667,9.58333,9.666996667,7.666663333,9.917,11.31667,9.132996667,9.517033333,9.066996667
343,male,8.25,7.516663333,6.58337,7.6666,6.05,8.8833,8.2833,8.7,9.3166,7.16663,5.9167,8.5167,7.1833,7.3334,7.6666,10.9333,8.1334,5.73333,8.7666,9,7.75
